timestamp,query,action,intent_ms,backend_ms,result_ids,result_scores
2026-05-11 14:57:39,Nhạc của BIG WIND về chủ đề tình yêu lãng mạn,DISCOVER_MUSIC,50.83,418.56,3mP6obvDBm2OEAMuGK7EQ8,62.91
2026-05-11 14:57:44,rcm bài bùn của MiiNa dòng Balad,DISCOVER_MUSIC,52.25,404.03,0iqM1sFRGxdmU59D0ZFSiV,59.73
2026-05-11 14:57:48,Có bài nào của Văn Mai Hương sôi động không?,DISCOVER_MUSIC,43.8,503.23,3e83hKQLYG116od0SJUhPd|1OLYKamNQ9Zrpi7fL0iFv6|7sS9OQFgQT6j0BVefmFO13|73YA19nNitv1AzmxQlabGq|0KnWLhf5GqPEC4m7sHhxrY,67.65|66.23|64.08|57.39|54.37
2026-05-11 14:57:51,Nhạc Pop buồn của Vicky Nhung,DISCOVER_MUSIC,44.28,520.54,1gZi8QJepq23St5aCe9ws1|7Ao6MuRitN8bnKMqb9zJdn|7HgswqdVJmWXmsfMKvawop|4oD1h4pXJi1DDicTmcocvx|28pdR27ksvbwEDuLy8pb4r,71.92|70.71|64.81|62.72|60.23
2026-05-11 14:57:53,Tìm nhạc Indie Pop chill chill của SIVAN,DISCOVER_MUSIC,49.27,365.88,1rVTKF2XF1l3OqHoXNa4kc|7FvtXQhi9UcSmHuUisbdzN|6VtfS06eULTWH32DwD5ps2|6OAoP3ymM8GOwtnZWkLKPP|0acOikpb9reEYw8cWX20Ft,79.07|78.16|76.96|75.28|73.67
2026-05-11 14:57:56,Bài nào của tlinh có vibe chữa lành không?,DISCOVER_MUSIC,42.51,506.74,5ouxRyInSdRBQubu3KTd97|0uVHdmFQLlfm5gvAv9r1i7|222NYCZ0cVyVprZJqGp4rf|31QPr1F5w5uYNs8T27Gfrr|75tuJwtYniREYFd8lKrRtL,68.08|66.58|64.5|62.36|59.89
2026-05-11 14:57:58,Có bản Pop nào thất tình của Châu Khải Phong không?,DISCOVER_MUSIC,105.52,468.62,5gumifavkLqYWlgjJbK2Kt|56naJHW9TqHn3BI8d6rrmY|2xBqFwn8nLjvBsWeUg45iN|2wZKVr1z0nno8HbO68SuzD|2lYPFSPXAvwNcZekYXEQKo,71.95|70.68|69.12|67.12|64.94
2026-05-11 14:58:01,Nhạc của Mỹ Mỹ có vibe tươi mới yêu đời,DISCOVER_MUSIC,61.92,507.23,62pWbrOi8zvStsmbCr1TIx|20Njl4876DOJSFGgth2dH2|0i4iXU2vvEEpBM4JGHxgpg,67.52|61.85|59.1
2026-05-11 14:58:04,Tìm bài hát của Coldzy thể loại Rap buồn,DISCOVER_MUSIC,70.5,441.9,6sIWcLjuMvOcxAfMOx1kbB|5jbyRxJpTM3DjBI6XIrsoN|1fsag6oPedN5lIrjs71xYL|3t4WT0JFQuyFJGCP4BhNPi|6tQzNMB0wiKejKGVRXcneF,77.25|76.17|71.35|69.65|67.68
2026-05-11 14:58:06,Nhạc của NAOMI vibe da diết sâu lắng,DISCOVER_MUSIC,81.41,532.42,4tV5GlNWSE0bajdrDOzCQP|7JSvAqEzt2KmwV36ZkHxzx,62.24|54.51
2026-05-11 14:58:12,Tìm nhạc của Miu Lê chủ đề kỷ niệm hoài niệm,DISCOVER_MUSIC,64.36,1111.13,7GPlwRnUdLIH2dqe5xpnyZ|4DDHMiANxbKepayNuhjbSk|7ct4enHE3PUFfqukQDrN7h|40WWz4Bgcctudaw1FpQJer|6aADSxQXzrJ5eCvS9GPXKn,63.52|61.81|59.69|57.15|47.7
2026-05-11 14:58:17,Cho mình nhạc của JSOL yêu đời,DISCOVER_MUSIC,87.03,730.62,0G4lhMvlFRY4S113ftzGO1|3261mioirMAFEOHW0DXuCV,62.75|58.49
2026-05-11 14:58:27,Tìm bài hát của The Flob thể loại Pop buồn bã,DISCOVER_MUSIC,63.94,1814.94,6mGcGybclF4U7CmUWxF1QI|0c0qvIxPl97WyOsDZLBqjP|3zmbgVpXt5neIPtuvMub0i|4r3iHpRhNUgJDHi6wxTPEe|2uJfSpejQqdoMW053KHaQz,72.15|70.95|69.38|67.53|65.08
2026-05-11 14:58:42,Có nhạc Rap nào của tlinh về tình yêu không?,DISCOVER_MUSIC,44.88,1911.01,4qJSUFwZFouto5VZUlln75|0uVHdmFQLlfm5gvAv9r1i7|4wJWsSTlf42CbDwokjdcK3|6Y6qkxtOEbYoucZK3gRCtq|75tuJwtYniREYFd8lKrRtL,76.54|75.46|74.13|72.51|70.54
2026-05-11 14:58:46,Nhạc của Trịnh Thăng Bình chủ đề chia tay,DISCOVER_MUSIC,42.17,340.93,1Szl9lPaJ750Hn2hRX9QI0|65coxKC1JPMqUYVbx616Vj|6kSnk1wRjfSV2UcVHGyYx1|2Newlih65Sx6J09yKLZOKQ|6sR8RE1cyGfpzhF6rTeTkk,63.55|61.92|59.82|57.25|54.37
2026-05-11 14:58:50,Tìm nhạc Indie có vibe bình yên của SIVAN,DISCOVER_MUSIC,59.63,416.06,1rVTKF2XF1l3OqHoXNa4kc|7FvtXQhi9UcSmHuUisbdzN|6VtfS06eULTWH32DwD5ps2|6OAoP3ymM8GOwtnZWkLKPP|0acOikpb9reEYw8cWX20Ft,74.44|73.33|71.86|69.8|67.84
2026-05-11 14:58:54,Bài nào của Rayo mà buồn sâu lắng?,DISCOVER_MUSIC,91.82,635.62,3Eclq19yJP8aLKQ1DaMizs|6wCgG637sXqVObsbCoHz0S|5mU4naEXeHPsSXPQtZZlRi,64.1|56.67|54.27
2026-05-11 14:58:58,tim nhac pop lang man cua Mymy,DISCOVER_MUSIC,65.13,645.08,20Njl4876DOJSFGgth2dH2|3UhCggf9qUqBIjv1Lgrd5K|5xDzB1RyS5ZihKraJkUKyi|0gPsO9U6gEMlZuwJUtFART|4l71t0ykLXxliEV263Hk6o,67.12|65.71|63.72|61.52|59.07
2026-05-11 14:59:02,Nhạc của Coldzy có vibe yêu đời tươi mới không?,DISCOVER_MUSIC,43.93,582.64,04thIGYHQEKg7uYeYi4BnC,67.38
2026-05-11 14:59:06,Mở nhạc vui vẻ yêu đời đi,DISCOVER_MUSIC,53.37,616.14,6Hs2xIgB8nzyGFDvVA8lFa|27Z9T0mSWHYWSj9SNOGvyt|4nXrVH5xwN1w6TpmP7uu8n|7uUuftbcr94tzGOCJSM25u|7dlgEjrK3lHbP786dshKDV,64.31|64.28|54.87|54.87|54.7
2026-05-11 14:59:13,Nghe nhạc buồn suy,DISCOVER_MUSIC,65.43,1735.17,1ApIGNgp1azc0qB61x4GzG|5DB1UwivnS4gmcZ27TiYnE|3T7XHOdRcyhKU3QCB6kZG3|3uT8QfoX0BE8ZJa4h98LDW|6kCU6i8iRrAAmJJ8Sj4JYC,53.99|53.94|53.91|53.88|53.88
2026-05-11 14:59:17,Gợi ý những bài hát buồn sâu lắng,DISCOVER_MUSIC,37.95,235.32,1ApIGNgp1azc0qB61x4GzG|5DB1UwivnS4gmcZ27TiYnE|3T7XHOdRcyhKU3QCB6kZG3|3uT8QfoX0BE8ZJa4h98LDW|6kCU6i8iRrAAmJJ8Sj4JYC,53.99|53.94|53.91|53.88|53.88
2026-05-11 14:59:20,Nhac bung no soi dong,DISCOVER_MUSIC,43.89,588.74,0wvpRHXXuImyrccNEPAXBo|3T7XHOdRcyhKU3QCB6kZG3|3uT8QfoX0BE8ZJa4h98LDW|29Tj2R8sZZ3fzlXZVe1OyY|0e6fZkLArSmDIHnZcIua7t,58.26|58.26|58.23|58.18|58.18
2026-05-11 14:59:26,Nghe nhạc nhẹ nhàng bình yên,DISCOVER_MUSIC,63.95,593.12,1ApIGNgp1azc0qB61x4GzG|6GM4ZOBDcDroldUxI8GZ2B|6GUKRhIsWxA7VuZW8MKQLG|6Qwl74olNi1rl65FNxG5We|41DlPJXKTCypXdf2eSqa03,58.34|58.31|58.26|58.21|58.21
2026-05-11 14:59:30,Có bài nào kịch tính không,DISCOVER_MUSIC,47.44,542.54,6DUaDB2dtIQm9IyK2PGzyc,50.42
2026-05-11 15:00:10,Tìm nhạc tươi mới,DISCOVER_MUSIC,69.53,2036.89,4nXrVH5xwN1w6TpmP7uu8n|7uUuftbcr94tzGOCJSM25u|7dlgEjrK3lHbP786dshKDV|6Hs2xIgB8nzyGFDvVA8lFa|1i5SZL7Ngz0sYFaKmwieyw,58.34|58.34|58.18|58.18|58.15
2026-05-11 15:00:16,Nhạc quẩy cực mạnh,DISCOVER_MUSIC,66.78,2620.15,6vSyybihp3S6rof4kIMuak|6i9DeSRJl6WdY43FdyG7Si|0iBlQqIH3Lx9MgCjQf9maI|5QkAC4sZiLibRKbEe4yH92|40zdjzRTMfpe0lDBhJw5kT,51.69|51.55|46.41|46.01|45.13
2026-05-11 15:00:23,Bật nhạc chữa lành tâm hồn,DISCOVER_MUSIC,74.01,623.0,1ApIGNgp1azc0qB61x4GzG|6GM4ZOBDcDroldUxI8GZ2B|6GUKRhIsWxA7VuZW8MKQLG|6Qwl74olNi1rl65FNxG5We|41DlPJXKTCypXdf2eSqa03,58.34|58.31|58.26|58.21|58.21
2026-05-11 15:00:27,Playlist nhạc da diết,DISCOVER_MUSIC,41.48,344.36,6DUaDB2dtIQm9IyK2PGzyc,50.42
2026-05-11 16:30:05,Có bài nào của Trịnh Thăng Bình mà buồn không?,DISCOVER_MUSIC,52.96,1959.44,1Szl9lPaJ750Hn2hRX9QI0|65coxKC1JPMqUYVbx616Vj|6kSnk1wRjfSV2UcVHGyYx1|2Newlih65Sx6J09yKLZOKQ|6sR8RE1cyGfpzhF6rTeTkk,64.31|62.71|60.64|58.13|55.31
2026-05-11 16:30:32,Những bài Pop của Miu Lê vibe bình yên đi.,DISCOVER_MUSIC,49.77,2302.65,40WWz4Bgcctudaw1FpQJer|3mfHBC2dQ4ziQu3O5lWrt1|3Qnst9JkJJ5X3vi2QVogcl|0nxFRCiMFC19UiglDJ8LSi|0dofYz7iYAcjGTbNopX11P,73.96|69.41|66.47|64.37|61.98
2026-05-11 16:30:42,tim nhac rap cua tlinh vibe binh yen,DISCOVER_MUSIC,88.33,1148.58,5ouxRyInSdRBQubu3KTd97|2oeRIxAFpZYhbJ99DjlJ1O|222NYCZ0cVyVprZJqGp4rf|59YU76KvmfTfEm48usX11f|4v05YtM5wAQ1CwNuXTcgdc,79.21|78.09|76.88|75.51|73.87
2026-05-11 16:30:47,Cho mình nghe nhạc của Tùng Dương thể loại Indie yêu đời,DISCOVER_MUSIC,71.48,851.11,11uL6Zms1vhyUwakXSpBPO,70.23
2026-05-11 16:30:57,Nhạc của BIG WIND về chủ đề tình yêu lãng mạn,DISCOVER_MUSIC,39.51,1984.76,3mP6obvDBm2OEAMuGK7EQ8,62.91
2026-05-11 16:31:01,rcm bài bùn của MiiNa dòng Balad,DISCOVER_MUSIC,45.45,622.46,0iqM1sFRGxdmU59D0ZFSiV,59.73
2026-05-11 16:34:14,Có bài nào sâu lắng của Văn Mai Hương không?,DISCOVER_MUSIC,65.04,1791.0,05X3a0YGmS1rbH50aL8lGF|7skngZOjRAhet4la8FZrMY|23SUnSd024ACX7u1AUXsGc|517VBmJOBs4ccpRwFGSNXr|3e83hKQLYG116od0SJUhPd,64.4|62.95|60.83|58.51|55.87
2026-05-11 16:34:33,Nhạc Pop buồn của Vicky Nhung,DISCOVER_MUSIC,44.66,2244.61,1gZi8QJepq23St5aCe9ws1|7Ao6MuRitN8bnKMqb9zJdn|7HgswqdVJmWXmsfMKvawop|4oD1h4pXJi1DDicTmcocvx|28pdR27ksvbwEDuLy8pb4r,71.92|70.71|64.81|62.72|60.23
2026-05-11 16:34:37,Tìm nhạc Indie Pop chill chill của SIVAN,DISCOVER_MUSIC,90.09,1169.88,7FvtXQhi9UcSmHuUisbdzN|6VtfS06eULTWH32DwD5ps2|62mlUw73UwVXuNjHMWFyuh|0acOikpb9reEYw8cWX20Ft|4JGqohJjBUldPel78U0RFO,79.02|78.13|76.63|75.25|73.61
2026-05-11 16:34:43,Bài nào của tlinh có vibe chữa lành không?,DISCOVER_MUSIC,56.57,588.39,5ouxRyInSdRBQubu3KTd97|2oeRIxAFpZYhbJ99DjlJ1O|222NYCZ0cVyVprZJqGp4rf|59YU76KvmfTfEm48usX11f|4v05YtM5wAQ1CwNuXTcgdc,68.08|66.36|64.5|62.39|59.89
2026-05-11 16:34:46,Có bản Pop nào thất tình của Châu Khải Phong không?,DISCOVER_MUSIC,39.18,923.68,5gumifavkLqYWlgjJbK2Kt|56naJHW9TqHn3BI8d6rrmY|2xBqFwn8nLjvBsWeUg45iN|2wZKVr1z0nno8HbO68SuzD|2lYPFSPXAvwNcZekYXEQKo,71.95|70.68|69.12|67.12|64.94
2026-05-11 16:34:50,Nhạc của Mỹ Mỹ có vibe tươi mới yêu đời,DISCOVER_MUSIC,39.46,1268.41,5xDzB1RyS5ZihKraJkUKyi|4l71t0ykLXxliEV263Hk6o|0gPsO9U6gEMlZuwJUtFART|1HZ8oczSfv0rVCNggCv09d|5YwDb8toasYPE9EOtDwTMv,63.1|61.54|59.5|56.99|54.25
2026-05-11 16:34:55,Tìm bài hát của Coldzy thể loại Rap buồn,DISCOVER_MUSIC,54.19,743.68,6sIWcLjuMvOcxAfMOx1kbB|5jbyRxJpTM3DjBI6XIrsoN|1fsag6oPedN5lIrjs71xYL|3t4WT0JFQuyFJGCP4BhNPi|6tQzNMB0wiKejKGVRXcneF,77.25|76.17|71.35|69.65|67.68
2026-05-11 16:34:58,Nhạc của NAOMI vibe da diết sâu lắng,DISCOVER_MUSIC,54.42,656.12,4tV5GlNWSE0bajdrDOzCQP|7JSvAqEzt2KmwV36ZkHxzx,62.24|54.51
2026-05-11 16:35:02,Tìm nhạc của Miu Lê chủ đề kỷ niệm hoài niệm,DISCOVER_MUSIC,61.81,762.66,7GPlwRnUdLIH2dqe5xpnyZ|4DDHMiANxbKepayNuhjbSk|7ct4enHE3PUFfqukQDrN7h|40WWz4Bgcctudaw1FpQJer|6aADSxQXzrJ5eCvS9GPXKn,63.52|61.81|59.69|57.15|47.7
2026-05-11 16:35:04,Cho mình nhạc của JSOL yêu đời,DISCOVER_MUSIC,49.09,743.12,5XjP28hCtjW9eZlsm5dXqn|0qV3OzdW5SDCOcSeQpAqIi|4T2A4Xgs5ADRi0Ru0GjP9b|2loqPK1rle8pXIUMSBbgK8|4V5JOJV8Dev7lS9HHvsxRZ,63.27|61.77|59.28|56.74|53.92
2026-05-11 16:35:09,Tìm bài hát của The Flob thể loại Pop buồn bã,DISCOVER_MUSIC,63.7,652.83,6mGcGybclF4U7CmUWxF1QI|0c0qvIxPl97WyOsDZLBqjP|3zmbgVpXt5neIPtuvMub0i|4r3iHpRhNUgJDHi6wxTPEe|2uJfSpejQqdoMW053KHaQz,72.15|70.95|69.38|67.53|65.08
2026-05-11 16:35:12,Có nhạc Rap nào của tlinh về tình yêu không?,DISCOVER_MUSIC,63.31,695.44,4qJSUFwZFouto5VZUlln75|0uVHdmFQLlfm5gvAv9r1i7|4wJWsSTlf42CbDwokjdcK3|6Y6qkxtOEbYoucZK3gRCtq|75tuJwtYniREYFd8lKrRtL,76.54|75.46|74.13|72.51|70.54
2026-05-11 16:35:15,Nhạc của Trịnh Thăng Bình chủ đề chia tay,DISCOVER_MUSIC,44.11,356.86,1Szl9lPaJ750Hn2hRX9QI0|65coxKC1JPMqUYVbx616Vj|6kSnk1wRjfSV2UcVHGyYx1|2Newlih65Sx6J09yKLZOKQ|6sR8RE1cyGfpzhF6rTeTkk,63.55|61.92|59.82|57.25|54.37
2026-05-11 16:35:18,Tìm nhạc Indie có vibe bình yên của SIVAN,DISCOVER_MUSIC,48.56,514.47,7FvtXQhi9UcSmHuUisbdzN|6VtfS06eULTWH32DwD5ps2|62mlUw73UwVXuNjHMWFyuh|0acOikpb9reEYw8cWX20Ft|4JGqohJjBUldPel78U0RFO,74.38|73.28|71.46|69.77|67.76
2026-05-11 16:35:21,Bài nào của Rayo mà buồn sâu lắng?,DISCOVER_MUSIC,43.09,629.19,3Eclq19yJP8aLKQ1DaMizs|6wCgG637sXqVObsbCoHz0S|5mU4naEXeHPsSXPQtZZlRi,64.1|56.67|54.27
2026-05-11 16:35:24,tim nhac pop lang man cua Mymy,DISCOVER_MUSIC,71.27,711.97,20Njl4876DOJSFGgth2dH2|3UhCggf9qUqBIjv1Lgrd5K|5xDzB1RyS5ZihKraJkUKyi|0gPsO9U6gEMlZuwJUtFART|4l71t0ykLXxliEV263Hk6o,67.12|65.71|63.72|61.52|59.07
2026-05-11 16:35:27,Nhạc của Coldzy có vibe yêu đời tươi mới không?,DISCOVER_MUSIC,85.35,657.4,04thIGYHQEKg7uYeYi4BnC|4Cz8SUgqPIH2qIpcJYBYnG|3CgvwWv8rOutLi6MXag80r|6T79Ns4EoopHv1kIzvWmmy|4SwkhEqN49cT7r2N4VqUzy,67.38|61.29|59.22|56.68|53.78
2026-05-11 16:35:31,Mở nhạc vui vẻ yêu đời đi,DISCOVER_MUSIC,84.25,1961.93,0wvpRHXXuImyrccNEPAXBo|2Pwou3Q2Cf59RxdX2V6MgV|5rSAUmbOg4giDrM29vUyHe|7uUuftbcr94tzGOCJSM25u|6GM4ZOBDcDroldUxI8GZ2B,64.37|64.28|64.26|54.87|54.84
2026-05-11 16:35:39,Nghe nhạc buồn suy,DISCOVER_MUSIC,133.75,1942.16,1ApIGNgp1azc0qB61x4GzG|5DB1UwivnS4gmcZ27TiYnE|3T7XHOdRcyhKU3QCB6kZG3|6kCU6i8iRrAAmJJ8Sj4JYC|3uT8QfoX0BE8ZJa4h98LDW,53.99|53.94|53.91|53.88|53.88
2026-05-11 16:35:41,Gợi ý những bài hát buồn sâu lắng,DISCOVER_MUSIC,54.72,369.52,1ApIGNgp1azc0qB61x4GzG|5DB1UwivnS4gmcZ27TiYnE|3T7XHOdRcyhKU3QCB6kZG3|6kCU6i8iRrAAmJJ8Sj4JYC|3uT8QfoX0BE8ZJa4h98LDW,53.99|53.94|53.91|53.88|53.88
2026-05-11 16:35:45,Nhac bung no soi dong,DISCOVER_MUSIC,63.4,1234.58,1i5SZL7Ngz0sYFaKmwieyw|2jbwrUF3CCe68kztsvLsNC|3COYA2vgfcUhDyRlVpZy5p|4vfhartd7HDWGJbdVIycEu|5C3fx9rdM4Bxf1MSOQC4Ym,58.15|58.1|58.1|58.07|58.07
2026-05-11 16:35:49,Nghe nhạc nhẹ nhàng bình yên,DISCOVER_MUSIC,85.85,865.41,3uT8QfoX0BE8ZJa4h98LDW|3Ids3RXurYBgySph53qWnB|5WkuMbkHX7yR7nnBKCn7tV|6Qwl74olNi1rl65FNxG5We|7dlgEjrK3lHbP786dshKDV,58.23|58.21|58.21|58.21|58.18
2026-05-11 16:35:52,Có bài nào kịch tính không,DISCOVER_MUSIC,46.36,639.08,6GUKRhIsWxA7VuZW8MKQLG|3x7Hh3zsE1wcXCU2G8l5tP|2wZAvkgiOE5tyrnqhB69KA|4CUvVaAYuXtvYURLFz7EIL|4nyoalDFgUaZOzIKqj3aS5,58.26|58.23|58.21|58.18|58.15
2026-05-11 16:35:59,Tìm nhạc tươi mới,DISCOVER_MUSIC,68.25,1839.16,7uUuftbcr94tzGOCJSM25u|4nXrVH5xwN1w6TpmP7uu8n|6GM4ZOBDcDroldUxI8GZ2B|3T7XHOdRcyhKU3QCB6kZG3|41DlPJXKTCypXdf2eSqa03,58.34|58.34|58.31|58.26|58.21
2026-05-11 16:36:07,Nhạc quẩy cực mạnh,DISCOVER_MUSIC,49.27,1891.39,6i9DeSRJl6WdY43FdyG7Si|40zdjzRTMfpe0lDBhJw5kT|3WcbWVCIzhL34CBTZt3HAY,51.55|45.13|42.11
2026-05-11 16:36:16,Bật nhạc chữa lành tâm hồn,DISCOVER_MUSIC,77.08,1538.03,3uT8QfoX0BE8ZJa4h98LDW|3Ids3RXurYBgySph53qWnB|5WkuMbkHX7yR7nnBKCn7tV|6Qwl74olNi1rl65FNxG5We|7dlgEjrK3lHbP786dshKDV,58.23|58.21|58.21|58.21|58.18
2026-05-11 16:36:19,Playlist nhạc da diết,DISCOVER_MUSIC,44.8,327.4,6GUKRhIsWxA7VuZW8MKQLG|3x7Hh3zsE1wcXCU2G8l5tP|2wZAvkgiOE5tyrnqhB69KA|4CUvVaAYuXtvYURLFz7EIL|4nyoalDFgUaZOzIKqj3aS5,58.26|58.23|58.21|58.18|58.15
2026-05-11 16:36:25,Nhạc xả stress cuối tuần,DISCOVER_MUSIC,153.32,659.11,3uT8QfoX0BE8ZJa4h98LDW|3Ids3RXurYBgySph53qWnB|5WkuMbkHX7yR7nnBKCn7tV|6Qwl74olNi1rl65FNxG5We|7dlgEjrK3lHbP786dshKDV,58.23|58.21|58.21|58.21|58.18
2026-05-11 16:36:36,Đang thất tình muốn khóc một trận,DISCOVER_MUSIC,84.06,1486.07,1ApIGNgp1azc0qB61x4GzG|5DB1UwivnS4gmcZ27TiYnE|3T7XHOdRcyhKU3QCB6kZG3|6kCU6i8iRrAAmJJ8Sj4JYC|3uT8QfoX0BE8ZJa4h98LDW,53.99|53.94|53.91|53.88|53.88
