file_name,spotify_track_id,lyric
ngày này năm ấy - việt anh.mp3,1WbTOu4D2oHK9fg2qR6msd,"anh nghĩ về ngày mình chia tay hôm ấy có mưa
cơn gió lạnh mùa thu đi qua mang đến mùa đông rét buốt
ngày này năm ấy chúng ta đan tay
cùng nhau say sưa trong chiếc hôn đầu
cũng xa nhau rồi
cũng mấy năm rồi
sao chúng mình chẳng thể bên nhau khi vẫn yêu nhau
do chúng ta chẳng thể vì nhau hy sinh một chút nữa thôi
chẳng ai hiểu thấu nỗi đau cho nhau
cất hết niềm vui anh mang nỗi sầu
đành ra đi để cho câu chuyện mình không đau
em đã xa anh mất rồi người ơi
lời hứa gió bay hết rồi người ơi
ta đến bên nhau để dạy nhau yêu một ai thật chân thành
nhưng sự chân thành dành người đến sau
mưa nắng bão giông ý trời em ơi
thời gian cũng sẽ chưa lành anh thôi
người đã buông tay rồi gửi gắm bao đôi lời lòng chơi vơi
sao chúng mình chẳng thể bên nhau khi vẫn yêu nhau
do chúng ta chẳng thể vì nhau hy sinh một chút nữa thôi
chẳng ai hiểu thấu nỗi đau cho nhau
cất hết niềm vui anh mang nỗi sầu
đành ra đi để cho câu chuyện mình không đau
em đã xa anh mất rồi người ơi
lời hứa gió bay hết rồi người ơi
ta đến bên nhau để dạy nhau yêu một ai thật chân thành
nhưng sự chân thành dành người đến sau
mưa nắng bão giông ý trời em ơi
thời gian cũng sẽ chưa lành anh thôi
người đã buông tay rồi
gửi gắm bao đôi lời lòng chơi vơi
nắng tắt phía sau màn mưa
cố nén cơn đâu phía sau nụ cười
nhưng thật sự anh vẫn tiếc nuối vẫn muốn mình bên nhau như lúc xưa
em đã xa anh mất rồi người ơi
lời hứa gió bay hết rồi người ơi
ta đến bên nhau để dạy nhau yêu một ai thật chân thành
nhưng sự chân thành dành người đến sau
mưa nắng bão giông ý trời em ơi
thời gian cũng sẽ chưa lành anh thôi
người đã buông tay rồi
gửi gắm bao đôi lời lòng chơi vơi
mình đã xa nhau rồi
gửi gắm bao đôi lời lòng chơi vơi"
"ngày này, người con gái này - vũ cát tường.mp3",4ElFTH8hqX7XkzRbCtktfi,"lặng nhìn em thật lâu lòng muốn nói một lời
mà dũng khí trong anh hôm nay sao xa vời vợi
chờ vài giây nữa thôi lòng cũng thấy bồi hồi
vì ngày hạnh phúc nhất đời mình là ngày hôm nay
cho anh được thổ lộ rằng
anh đã ước mơ về ngày này lâu lắm
người con gái anh chờ đợi qua từng năm
anh bật khóc khi lời nguyện cầu được nghe thấy
trời trao em cho anh
anh đã nghĩ suy về ngày này lâu lắm
anh đang nắm tay người mà anh thương lắm
và khoảnh khắc em trong tinh khôi nơi này
gia đình sẽ là hai tiếng anh gọi hôm nay
anh đã mơ về một tương lai ấm áp đủ đầy
tay nắm tay mình nhận ngàn lời chúc phúc hôm nay
ước cho ta sẽ luôn bên nhau dù giàu nghèo hay thương đau
dù là mưa hay nắng gió trên đầu
chỉ cần ta nhớ lấy nụ cười rạng ngời hôm nay
có lẽ trái tim anh đang ngân nga một lời
cho anh nói hết tâm tư này
vì anh đã ước mơ về ngày này lâu lắm
người con gái anh chờ đợi qua từng năm
anh bật khóc khi lời nguyện cầu được nghe thấy
trời trao em cho anh
anh đã nghĩ suy về ngày này lâu lắm
anh đang nắm tay người cười trong nắng ấm
và khoảnh khắc em trong tinh khôi nơi này
gia đình sẽ là hai tiếng gửi đến em
để anh nói với em đôi điều những năm chông gai ta qua nhiều
cách em quan tâm và thấu hiểu và mình cần gì hơn thế
vẫn sẽ muốn che chở vẫn sẽ mãi muốn che chở
trân trọng món quà trời trao cho anh
anh đã ước mơ về ngày này lâu lắm về người con gái ấy
người con gái anh chờ đợi qua từng năm anh bật khóc
anh bật khóc khi lời nguyện cầu được nghe thấy
trời trao em cho anh
anh đã nghĩ suy về ngày này lâu lắm ooh ooh
anh đang nắm tay người cười trong nắng ấm khoảnh khắc đó anh không quên bàn tay em
và khoảnh khắc em trong tinh khôi nơi này
gia đình sẽ là hai tiếng anh gọi hôm nay
gia đình sẽ là hai tiếng ta dành cho nhau"
ngày ta có nhau - lyly.mp3,42lJaUs0Nd2C1f2PUMQ9GZ,"khac hung
khac hung
ngày hôm ấy khi ta thành đôi
trái tim em đã mỉm cười
và em biết anh chính là người
nắm tay cùng em đi hết cuộc đời
hành trình này không dễ dàng đâu
hãy luôn vững vàng em nhé
sát vai nhau bước qua bão giông
cầm tay ta mãi đồng lòng
ta xây giấc mộng tương lai
giữa hiện tại
ta mang tình yêu đến cho nhau
không chút ngần ngại
bằng cả trái tim bằng cả tấm lòng
bằng cả niềm tin và những hy vọng
phút giây ta nhận ra
tình yêu là luôn có nhau
ta vượt qua
hạnh phúc hay gian khó
hai ta cùng chia đôi
nguyện một lòng em nhé
dẫu bao ngày tháng trôi
viết những câu tình ca
gửi vào tương lai đó
giấc mơ của ta
ngày hôm nay ta có nhau rồi
mình cưới thôi bạn đời
nhiều khi ta có những tổn thương
có khi là những giận hờn
và ta đã học cách bao dung
sẻ chia thật lòng bằng những ân cần
cảm ơn em là nơi hậu phương
giúp anh tiến về phía trước
dẫu đi đâu vẫn luôn nhớ về
một người anh mãi thuộc về
ta xây giấc mộng tương lai
giữa hiện tại
ta mang tình yêu đến cho nhau
không chút ngần ngại
bằng cả trái tim bằng cả tấm lòng
bằng cả niềm tin và những hy vọng
phút giây ta nhận ra
tình yêu là luôn có nhau
ta vượt qua
hạnh phúc hay gian khó
hai ta cùng chia đôi
nguyện một lòng em nhé
dẫu bao ngày tháng trôi
viết những câu tình ca
gửi vào tương lai đó
giấc mơ của ta
ngày hôm nay ta có nhau rồi
mình cưới thôi bạn đời
dù em luôn biết
cuộc sống còn bao đổi thay
còn bao chông gai buồn lo
thử thách mỗi ngày
cứ nắm lấy tay nhau này
chặng đường phía trước
cần có cả hai chúng ta
cùng với niềm tin để ta bước qua
cùng nhau vượt qua thử thách
chẳng hề cách xa
phút giây ta nhận ra
tình yêu là luôn có nhau
ta vượt qua
hạnh phúc hay gian khó
hai ta cùng chia đôi
nguyện một lòng em nhé
dẫu bao ngày tháng trôi
viết những câu tình ca
gửi vào tương lai đó
giấc mơ của ta
ngày hôm nay ta có nhau rồi
hạnh phúc rạng ngời trên môi
mình cưới thôi bạn đời"
"ngày tận thế (feat. da lab, touliver) - tóc tiên.mp3",4Tf9rW9ZTbvSKxV4ocXBhB,"dù ngày mai có là tận thế
dù thời gian đứng yên lúc này
thì em vẫn chẳng hề đổi thay đôi tay vẫn ôm tình yêu anh
dù ngày mai có là tận thế
trái đất kia dẫu có vỡ tan
tình yêu anh vẫn tồn tại ru giấc mơ êm còn dài
nhiều đêm trắng em mộng mơ thao thức
về những thứ không ở hành tinh này
rằng vì sao trên bầu trời bao la kia sẽ bay tới đâu
liệu mặt trăng có sự sống hay cũng chỉ là
một màu đen như màu đôi mắt em
và ta sẽ bên nhau bao lâu nếu trái đất dừng
vậy thì còn ngày mai nữa thôi để môi còn được kề môi
còn ngày mai nữa thôi để ta tìm câu trả lời
và còn ngày mai để những yêu thương được nói hết ra với nhau
khi đêm đen rớt xuống đôi con tim vẫn còn chung nhịp đập
dù ngày mai có là tận thế
dù thời gian đứng yên lúc này
thì em vẫn chẳng hề đổi thay đôi tay vẫn ôm tình yêu anh
dù ngày mai có là tận thế
trái đất kia dẫu có vỡ tan
tình yêu anh vẫn tồn tại ru giấc mơ êm còn dài
vậy thì còn ngày mai nữa thôi để môi còn được kề môi
còn ngày mai nữa thôi để ta tìm câu trả lời
và còn ngày mai để những yêu thương được nói hết ra với nhau
khi đêm đen rớt xuống đôi con tim vẫn còn chung nhịp đập
ngày tận cùng của trái đất
là ngày đẹp nhất phải không em
ngày mà đêm trôi tưởng như bất tận mặt trời chờ mãi mà không lên
ta sẽ ra sao nếu một ngày khối óc bị xoá sạch
những chuyện buồn vui nay mai cũng theo năm tháng này dần hoá thạch
này em cùng cởi bỏ hết những gánh nặng sau lưng
mọi thứ phù phiếm cho đến phút này hành trang đó cũng đâu cần
tình yêu đâu nắm được
ta nào cần phải gắng gượng
cần chi tính chuyện mất được
vẫn cứ theo em cá cược
dù ngày mai có là tận thế
dù thời gian đứng yên lúc này
thì em vẫn chẳng hề đổi thay đôi tay vẫn ôm tình yêu anh
dù ngày mai có là tận thế
trái đất kia dẫu có vỡ tan
tình yêu anh vẫn tồn tại ru giấc mơ êm còn dài
dù ngày mai có là tận thế
dù thời gian đứng yên lúc này
thì em vẫn chẳng hề đổi thay đôi tay vẫn ôm tình yêu anh
dù ngày mai có là tận thế
trái đất kia dẫu có vỡ tan
tình yêu anh vẫn tồn tại ru giấc mơ êm còn dài
da da da da
dù ngày mai có là tận thế
even the sky is falling down
dù ngày kia có là tận thế
i still love you and more"
ngày yêu mới - nguyễn hữu kha.mp3,0k033ZfwW9hqUJody9BWuF,"vòng tay ấm muốn ôm em thật lâu
nụ hôn sâu giấu đi yêu thương lấp đầy
buồn ai lấy giúp nhau đi thở than
và người đã thấy chắc em đi xa khó về uhm
vùng ký ức thức thâu đêm cùng anh
vụt qua nhanh những hôm mưa giông giá lạnh
kì lạ quá chuyện tình ta đã chẳng xa
vẫn đợi vẫn chờ ngày yêu mới
giờ đây mỗi sớm mai đến gần bên anh
muốn em mãi ở bên cạnh
vì dòng đời lấm lem khi yêu lắng lo nhiều
chỉ là sợ mất nhau mà thôi
chuyện yêu qua bao ngày rồi
môi mím chặt vì yêu là khi cho đi
dù rằng vẫn biết như thế là đôi khi
biết yêu thế được những gì
ghì thật sâu ước mơ hai ta ngóng chờ
mờ sương hơi ấm khẽ chạm tay
giữ em qua bao tháng ngày
thương chốn này đợi ngày yêu mới sang
vùng ký ức thức thâu đêm cùng anh
vụt qua nhanh những hôm mưa giông giá lạnh
kì lạ quá chuyện tình ta đã chẳng xa
vẫn đợi vẫn chờ ngày yêu mới
giờ đây mỗi sớm mai đến gần bên anh
muốn em mãi ở bên cạnh
vì dòng đời lấm lem khi yêu lắng lo nhiều
chỉ là sợ mất nhau mà thôi
chuyện yêu qua bao ngày rồi
môi mím chặt vì yêu là khi cho đi
dù rằng vẫn biết như thế là đôi khi
biết yêu thế được những gì
ghì thật sâu ước mơ hai ta ngóng chờ
mờ sương hơi ấm khẽ chạm tay
giữ em qua bao tháng ngày
thương chốn này đợi ngày yêu mới sang
giờ đây mỗi sớm mai đến gần bên anh
muốn em mãi ở bên cạnh
vì dòng đời lấm lem khi yêu lắng lo nhiều
chỉ là sợ mất nhau mà thôi
chuyện yêu qua bao ngày rồi
môi mím chặt vì yêu là khi cho đi
dù rằng vẫn biết như thế là đôi khi
biết yêu thế được những gì
ghì thật sâu ước mơ hai ta ngóng chờ
mờ sương hơi ấm khẽ chạm tay
giữ em qua bao tháng ngày
thương chốn này đợi ngày yêu mới sang"
ngày đầu sau chia tay - đức phúc.mp3,6xKs4CnVadRzdNZ48vhT27,"vẫn dậy sớm vẫn gấp chăn
vẫn rửa mặt rồi đánh răng
mọi thứ cũng không có gì khác
chỉ là thêm trống vắng
vẫn chạy xe đến chỗ làm
đến buổi chiều rồi cũng tan
mọi thứ cũng không có gì khác
chỉ là sau yên xe thiếu một người
ngày đầu chia tay mà đã như vậy
liệu ngày sau sao để bớt hơn đây
ngày đầu sau chia tay
một ngày mưa bay bay
một người ôm nỗi nhớ lang thang tìm kiếm một vòng tay
hạt mưa khẽ rơi lạnh buốt
mưa rơi như vỡ nát tâm hồn
chiều tàn theo thu phai
đoạn đường này chia hai
tình cờ đến rồi đi như duyên số đã an bài
trời còn mưa vài tháng nữa
liệu ngày mai ta sẽ quên hay chưa
vẫn cà phê nơi quán quen
thiếu một người ngồi kế bên
nhìn ngắm dòng người xuôi ngược phố
thì thầm gọi tên em
con đường quen bỗng thấy lạ
lối đi về chợt quá xa
tự dưng thấy lòng ta lạnh giá
ừ thì hôm nay chẳng muốn về nhà
ngày đầu chia tay mà đã như vậy
liệu ngày sau sao để bớt hơn đây
ngày đầu sau chia tay
một ngày mưa bay bay
một người ôm nỗi nhớ lang thang tìm kiếm một vòng tay
hạt mưa khẽ rơi lạnh buốt
mưa rơi như vỡ nát tâm hồn oh
chiều tàn theo thu phai
đoạn đường này chia hai
tình cờ đến rồi đi như duyên số đã an bài
trời còn mưa vài tháng nữa
liệu ngày mai ta sẽ quên hay chưa
woh oh oh woh woh woh oh oh
huh uh huh
chiều tàn theo thu phai
đoạn đường này chia hai
tình cờ đến rồi đi như duyên số đã an bài
trời còn mưa vài tháng nữa
liệu ngày mai ta sẽ quên hay chưa hoh
ngày hôm nay dài thêm nữa
một mình tôi với nỗi đau trong mưa"
ngày đầu tiên - đức phúc.mp3,5Msoarj5hk9LguTtiIyqug,"nhiều khi kiếm đâu cổ tích trên đời
thật là điều may mắn nếu như có người
cầm tay bước đi đến cuối con đường
bao giờ thì sẽ tới
dẫu anh không là chàng hoàng tử mà em đắm say
chỉ là giản đơn thôi như hình hài anh lúc này
anh vẫn muốn quỳ gối trước nàng công chúa đẹp nhất đêm nay
điều anh muốn là luôn thấy em cười
chẳng cần phải lo lắng vì anh ở đây rồi
để anh che chở em hết quãng đường ngày sau nhé
ngày đầu tiên cùng nhau sống suốt đời
cùng nhìn về phía trước cầm tay mãi không rời
và con tim cùng chung một nhịp khi ta có đôi
điều anh mong thật ra chẳng xa xôi đâu
chỉ cần ta cùng nhau đến khi bạc đầu
dù mai sao nhiều điều làm ta lo âu
yes i know
yes i know
dẫu anh không là chàng hoàng tử mà em đắm say
chỉ là giản đơn thôi như hình hài anh lúc này
anh vẫn muốn quỳ gối trước nàng công chúa đẹp nhất đêm nay
điều anh muốn là luôn thấy em cười
chẳng cần phải lo lắng vì anh ở đây rồi
để anh che chở em hết quãng đường ngày sau nhé
ngày đầu tiên cùng nhau sống suốt đời
cùng nhìn về phía trước cầm tay mãi không rời
và con tim cùng chung một nhịp khi ta có đôi
ngày hôm nay tuyệt vời nhất trên đời
vì là ngày đầu tiên mà ta có nhau rồi
và từ nay về sau sống chung trong một thế giới
ngày đầu tiên cùng nhau sống suốt đời
cùng nhìn về phía trước cầm tay mãi không rời
và con tim cùng chung một nhịp khi ta có đôi
cuộc đời anh là để cho em riêng em mãi thôi"
ngày đẹp trời để nói chia tay - lou hoàng.mp3,3Alwi53Ahc2GwHgvel42b2,"l o u
nếu em nói mình xa nhau rồi ngày mai ai sẽ đưa lối em về mm mm
nếu hôm ấy mình buông tay liệu rằng em còn hát những lời ca cho nhau
quán quen xưa nơi cuối góc phố xa
sau hôm nay sẽ vắng bóng chúng ta
anh chẳng tin thật trùng hợp hôm ấy để nói hết ra
là ngày đẹp trời mây xanh nắng vàng em gọi anh để nói chia tay
mình từng yêu nhau đến vậy giờ chỉ còn đôi mắt sâu cay
là ngày anh như chết lặng đưa bàn tay về phía em
nhưng em chẳng còn muốn nắm lấy huh oh
nàng sẽ là cô dâu rất đẹp nhưng ngày vui nào phải cho anh
nụ cười che đi nỗi buồn sao hàng mi kia vẫn long lanh
lặng thầm anh ôm giấc mộng gồng mình bước qua
ngắm em cười từ phía xa
woh woh chắc là yeah
không còn ai bận tâm lưu luyến gì
uhm hmm nên tuyến lệ này không ướt
càng không thể yeah
chẳng để cho hai ta rơi nước mắt
sau bao nhiêu vấn vương mù sương cho đối phương trước mặt
tự mình nhận ra không thể là bước ngoặt
cho hàng vạn hàng ngàn điều em mơ về nơi xa xăm
ba năm trôi đi nhanh không phanh cho anh không thấy nhớ em
mất bao nhiêu thời gian quên đi những thói quen
chôn sâu mối tình đầu vào những lời ca rối ren
bao câu thề thốt trong mưa lưa thưa không thể nào giữ được em
vậy thì quán quen xưa nơi cuối góc phố xa
sau hôm nay sẽ vắng bóng chúng ta
anh chẳng tin thật trùng hợp ngày hôm nay để nói hết ra uh oh oh
là ngày đẹp trời mây xanh nắng vàng em gọi anh để nói chia tay
mình từng yêu nhau đến vậy giờ chỉ còn đôi mắt sâu cay
là ngày anh như chết lặng đưa bàn tay về phía em
nhưng em chẳng còn muốn nắm lấy huh oh
nàng sẽ là cô dâu rất đẹp nhưng ngày vui nào phải cho anh
nụ cười che đi nỗi buồn sao hàng mi kia vẫn long lanh
lặng thầm anh ôm giấc mộng gồng mình bước qua
ngắm em cười từ phía xa
là ngày đẹp trời mây xanh nắng vàng
mình từng yêu nhau đến vậy
nàng sẽ là cô dâu rất đẹp
nhưng chẳng phải dành cho anh oh oh
nàng sẽ là cô dâu rất đẹp nhưng ngày vui nào phải cho anh oh uh oh oh
nụ cười che đi nỗi buồn sao hàng mi kia vẫn long lanh ooh
lặng thầm anh ôm giấc mộng gồng mình bước qua lặng thầm anh bước qua
ngắm em cười từ phía xa hoh oh"
ngày ấy bạn và tôi - lynk lee.mp3,1weKuyH9Vjx3MEvDeGZKpS,"thời gian dần trôi cùng với tuổi thơ
ngày xưa hồn nhiên cùng bao ước mơ
và khi tôi cách xa tháng năm học trò
còn nhớ ngày chia tay ấy buồn
ngoài sân phượng rơi hồng trang kỷ niệm
chợt nhớ về những ngày xưa đã xa
và hôm nay chúng ta đã quay trở về
bạn ơi giờ đây tôi muốn nói
rằng lòng tôi vẫn nhớ
người thầy ngày xưa dạy chúng tôi không còn
trở lại nơi chốn ấy
từng năm tháng chợt hiện trong ký ức
ngày xưa đó mãi mãi bay xa xa rời ta về nơi phương trời
cùng bao cành hoa phượng rơi ngập đầy nắng vàng
và những chiều mưa ta cùng bước trên đường xưa
ngày xưa đó mãi mãi bay xa xa rời ta về nơi chốn ấy
bao bạn thân khi xưa bên nhau
giờ đây còn lại mình ta trong nỗi nhớ thiết tha
bao nhiêu yêu thương giấc mơ
đã đi xa về nơi trái tim
và còn lại trong ta những tháng năm dài
nhớ về những thơ ấu kỷ niệm đã xa từ lâu
giờ còn nụ hồng khi xưa ta tặng bạn
ép trong trang vở lưu bút ấy
thế gian có đổi thay tháng năm có phai
ta sẽ mãi nhớ đến nhớ đến nhau
rằng lòng tôi vẫn nhớ
người thầy ngày xưa dạy chúng tôi không còn
trở lại nơi chốn ấy
từng năm tháng chợt hiện trong ký ức
ngày xưa đó mãi mãi bay xa xa rời ta về nơi phương trời
cùng bao cành hoa phượng rơi ngập đầy nắng vàng
và những chiều mưa ta cùng bước trên đường xưa
ngày xưa đó mãi mãi bay xa xa rời ta về nơi chốn ấy
bao bạn thân khi xưa bên nhau
giờ đây còn lại mình ta trong nỗi nhớ ấy
đâu đâu đâu
đâu đâu biết đâu rồi
ngày bạn và tôi vẫn thường đến lớp
đâu đâu đâu
giờ tìm nơi đâu
còn lại đây chút nắng hồng ngây ngô bằng lăng tím
vẫn nhớ hoài những ngày thơ ấu
ta vui chơi dưới sân trường
nhưng giờ đây xa nhau mất rồi
bạn thân ơi chớ quên
ngày xưa đó mãi mãi bay xa xa rời ta về nơi phương trời
cùng bao cành hoa phượng rơi ngập đầy nắng vàng
và những chiều mưa ta cùng bước trên đường xưa
ngày xưa đó mãi mãi bay xa xa rời ta về nơi chốn ấy
bao bạn thân khi xưa bên nhau
giờ đây còn lại mình ta trong nỗi nhớ thiết tha
giờ đây còn lại mình ta trong nỗi nhớ thiết tha"
"ngáo ngơ (feat. hieuthuhai, erik, anh tú atus, jsol & orange) - anh trai say hi.mp3",0BX2eDMZJrGzApf4ZGXrFi,"hey kewtiie
hey anh vẫn nhớ tối đó khi hôn nhau đầu tiên là vào ngày mấy
mình cùng bước dưới phố con tim đập nhanh ngày đầu nắm tay
từng một bầu trời đắm say
giờ tìm lại cảm xúc nơi đâu ngày hôm ấy
đằng nào thì mình cũng bước tiếp thôi anh quên hết rồi
hạnh phúc hơn ở nơi không có em
gặp người mới luôn ở kế bên chịu lắng nghe oh oh
một người chẳng cố cho rằng tất cả tại anh sai
dù cho anh đã cố dối lòng em vẫn luôn trong đầu
giờ anh cứ lơ ngơ ôm giấc mơ không màu
chỉ mong em sẽ quay lại
so baby please make up your mind
anh cứ đi trên con đường xưa khi ta bên nhau
tìm về nơi trước kia mình say sưa bao đêm thâu
chờ một ngày tình cờ mình bước qua nhau một giây thôi
để một lần được thấy như ta còn chung đôi
năm tháng qua anh luôn vờ như ta chưa chia ly
dù hàng trăm lý do để con tim quên em đi
từng ngày đều phải cố để luôn tươi cười
trở thành một thằng ngáo ngơ
anh ngáo ngơ vì em mà
tháng thứ nhất sau chia tay anh okay
feeling free không ai call như lâu nay
mong mau quên nhưng mà anh đây đâu hay
bây giờ đây không ai cho con tim anh bay bay như là em
ương bướng hâm hâm như là em
tâm trí xoay quanh anh là em toàn em
giờ nhìn mọi cô xung quanh tất cả giống như một người
và mình còn một lời thề sẽ không yêu thêm một ai ai
anh mong cho em sẽ phải luôn ôm nó
xung quanh yêu ai toàn sai toàn sai
chuyện tình yêu không may trừ khi anh trong đó
anh không can tâm khi người khác bên em
video call nhìn em ngủ mỗi đêm
bởi vì nếu anh chẳng thể ở bên em
thì anh không muốn ai làm được yeah
dù cho anh đã cố dối lòng em vẫn luôn trong đầu
giờ anh cứ lơ ngơ ôm giấc mơ không màu
chỉ mong em sẽ quay lại
so baby please make up your mind
anh cứ đi trên con đường xưa khi ta bên nhau
tìm về nơi trước kia mình say sưa bao đêm thâu
chờ một ngày tình cờ mình bước qua nhau một giây thôi
để một lần được thấy như ta còn chung đôi
năm tháng qua anh luôn vờ như ta chưa chia ly
dù hàng trăm lý do để con tim quên em đi
từng ngày đều phải cố để luôn tươi cười
trở thành một thằng ngáo ngơ
anh ngáo ngơ vì em mà
nếu mất em anh đã buồn như thế
vậy lúc chia tay sao anh lạnh lùng đến thế hah ooh whoa oh
sự thật là chính anh cũng đâu hiểu được mình đâu
em đã khác xưa rất nhiều đã bỏ đi những điều làm trái tim em bận tâm
anh còn chờ điều gì nữa
người hãy tập quên em đi và tìm hạnh phúc mới ooh whoa ah
anh cứ đi trên con đường xưa khi ta bên nhau
tìm về nơi trước kia mình say sưa bao đêm thâu oh oh ooh whoa
chờ một ngày tình cờ mình bước qua nhau một giây thôi
để một lần được thấy như ta còn chung đôi
anh cứ đi trên con đường xưa khi ta bên nhau
tìm về nơi trước kia mình say sưa bao đêm thâu
chờ một ngày tình cờ mình bước qua nhau một giây thôi
để một lần được thấy như ta còn chung đôi
năm tháng qua anh luôn vờ như ta chưa chia ly ta chưa chia ly
dù hàng trăm lý do để con tim quên em đi quên em đi
từng ngày đều phải cố để luôn tươi cười
trở thành một thằng ngáo ngơ
anh ngáo ngơ vì em mà
na na na na na na na
na na na na na na na
na na na
na na na na na na na
na na na
na na na na na na na
na na na
na na na na na na na
na na na
na na na na na na na
na na na
na na na na na na na
na na na
ooh whoa ooh whoa oh oh
anh ngáo ngơ vì em mà"
ngân hà - rio.mp3,4txu8Wvff81rzYwEXw9jFW,"hmm baby nói anh biết em đang chờ ai
nobody so can i take you for a ride
just hold tight chỉ muốn khiến lớp son kia mờ phai
bật chút lofi i just wanna see your smile
chợt thời gian như đóng băng we take it slow
trời ban em tới đây muốn ta ở bên
lạc vào trong mắt em giữa ngàn người
chìm vào trong không gian chúng ta siết lấy nhau
i am drowning in your eyes like a universe
are we our own destiny i am just curious
we drive around all night
i just wanna spend you my whole life
if we were a love song i would be your wait em muốn cùng bên anh ôm lấy khung trời bao la
say i m the only one makes you feel better
like nothing else in the world matters
hãy cứ ngắm nghía màn đêm trôi tình lên ngôi
nhìn về phía trời đêm sao từ trên cao
cùng say giấc mộng để kệ bao phiền lo bay mất
làm cho trái tim bồi hồi lòng thổn thức như vừa mới lần đầu
lòng đem nhớ thương vấn vương
chợt thời gian như đóng băng we take it slow
trời ban em tới đây muốn ta ở bên
lạc vào trong mắt em giữa ngàn người
chìm vào trong không gian chúng ta siết lấy nhau
i am drowning in your eyes like a universe
are we our own destiny i am just curious
we drive around all night
i just wanna spend you my whole life
if we were a love song i would be your hmmmmm trôi giữa ngân hà của đôi ta
hmmmmm trôi giữa ngân hà của đôi ta"
ngã tư không đèn - trang.mp3,78rcEXYfLJDisflqh0SZYb,"đợi em một tí em xuống bây giờ
hẹn nhau lúc bốn giờ
cà phê góc phố quen khi nắng ươm vàng
lòng em như một giấc chiêm bao vẫn đang dở dang
hẹn nhau lúc bốn giờ
và anh luôn sớm hơn em không chút vội vàng
em sẽ nói vì phố quá đông khiến em thở than
tình yêu ta cứ như ngã tư không đèn
người lại qua chẳng thể biết ta nên dừng lại hay đi tiếp
cứ như thói quen ta thường nhìn nhau trong nghi vấn
tình yêu sao cứ như ngã tư không đèn
chẳng ai hay thế nên chúng ta thôi đừng bàn chuyện tương lai
cứ vui với nhau bây giờ cũng đâu có sai
hẹn nhau lúc bốn giờ
nhiều khi chẳng để nói nhau câu gì
cùng nhau ngắm nhìn những lung linh cuối nơi hoàng hôn
và rồi tới chín giờ
thì em cũng muốn anh đưa em tới nhà
ngập ngừng nơi hè phố vắng tanh anh có muốn
tình yêu ta cứ như ngã tư không đèn
người lại qua chẳng thể biết ta nên dừng lại hay đi tiếp
cứ như thói quen ta thường nhìn nhau trong nghi vấn
tình yêu sao cứ như ngã tư không đèn
chẳng ai hay thế nên chúng ta thôi đừng bàn chuyện tương lai
cứ vui với nhau bây giờ cũng đâu có sai
tình yêu ta cứ như ngã tư không đèn
người lại qua chẳng thể biết ta nên dừng lại hay đi tiếp
cứ như thói quen ta thường nhìn nhau trong nghi vấn
tình yêu sao cứ như ngã tư không đèn
chẳng ai hay thế nên chúng ta thôi đừng bàn chuyện tương lai thế nên chúng ta thôi đừng
cứ vui với nhau bây giờ cũng đâu có sai
anh ơi chiều nay bốn giờ cho mát nhớ em hơi mệt"
ngã về không - đặng thiên chí.mp3,4OZpPHVEIIHFhVOu2DBGJd,"lời hứa khi xưa
em quên rồi hay chưa
trời đổ cơn mưa
thương duyên mình hai đứa
tự tuyệt tình tan
quên sao được năm tháng
tự tuyệt âm dương
hai người giờ hai phương
giữa chốn đông người
sao anh lại chẳng vui
người khiến anh cười
chỉ có thể là em
từng rất hi vọng
nhưng giờ thành vô vọng
ngỡ có tất cả
nhưng lại ngã về không
lời hứa khi xưa
em quên rồi hay chưa
trời đổ cơn mưa
thương duyên mình hai đứa
tự tuyệt tình tan
quên sao được năm tháng
tự tuyệt âm dương
hai người giờ hai phương
giữa chốn đông người
sao anh lại chẳng vui
người khiến anh cười
chỉ có thể là em
từng rất hi vọng
nhưng giờ thành vô vọng
ngỡ có tất cả
nhưng lại ngã về không
giữa chốn đông người
sao anh lại chẳng vui
người khiến anh cười
chỉ có thể là em
từng rất hi vọng
nhưng giờ thành vô vọng
ngỡ có tất cả
nhưng lại ngã về không
ngỡ có tất cả
nhưng lại ngã về không"
